[rank=1, song=Perfect, lastweek=1, imagesrc=https://charts-static.billboard.com/img/2017/03/ed-sheeran.jpg, artist=Ed Sheeran Duet With Beyonce]
[rank=2, song=Havana, lastweek=3, imagesrc=https://charts-static.billboard.com/img/2017/07/camila-cabello.jpg, artist=Camila Cabello]
[rank=3, song=Rockstar, lastweek=2, imagesrc=https://charts-static.billboard.com/img/2017/01/post-malone.jpg, artist=Post Malone]
[rank=4, song=Thunder, lastweek=5, imagesrc=https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6.jpg, artist=Imagine Dragons]
[rank=5, song=No Limit, lastweek=4, imagesrc=https://charts-static.billboard.com/img/2017/06/geazy.jpg, artist=G Eazy]
[rank=6, song=Bad At Love, lastweek=9, imagesrc=https://charts-static.billboard.com/img/2017/07/halsey.jpg, artist=Halsey]
[rank=7, song=Too Good At Goodbyes, lastweek=8, imagesrc=https://charts-static.billboard.com/img/1840/12/sam-smith-vv8.jpg, artist=Sam Smith]
[rank=8, song=MotorSport, lastweek=7, imagesrc=https://charts-static.billboard.com/img/2017/07/migos.jpg, artist=Migos, Nicki Minaj & Cardi B]
[rank=9, song=Gucci Gang, lastweek=6, imagesrc=https://www.billboard.com/images/pref_images/q__________.jpg, artist=Lil Pump]
[rank=10, song=Bodak Yellow (Money Moves), lastweek=10, imagesrc=https://charts-static.billboard.com/img/2016/03/cardi-b-n38.jpg, artist=Cardi B]
[rank=11, song=New Rules, lastweek=12, imagesrc=https://charts-static.billboard.com/img/2017/07/dua-lipa.jpg, artist=Dua Lipa]
[rank=12, song=Feel It Still, lastweek=23, imagesrc=https://charts-static.billboard.com/img/2007/08/portugal-the-man-l5z.jpg, artist=Portugal. The Man]
[rank=13, song=Shape Of You, lastweek=19, imagesrc=https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg.jpg, artist=Ed Sheeran]
[rank=14, song=Love., lastweek=11, imagesrc=https://charts-static.billboard.com/img/2017/04/kendrick-lamar.jpg, artist=Kendrick Lamar]
[rank=15, song=Sorry Not Sorry, lastweek=20, imagesrc=https://charts-static.billboard.com/img/2017/07/demi-lovato.jpg, artist=Demi Lovato]
[rank=16, song=Believer, lastweek=25, imagesrc=https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6.jpg, artist=Imagine Dragons]
[rank=17, song=Him & I, lastweek=24, imagesrc=https://charts-static.billboard.com/img/2017/06/geazy.jpg, artist=G Eazy & Halsey]
[rank=18, song=Let You Down, lastweek=17, imagesrc=https://charts-static.billboard.com/img/2017/04/nf.jpg, artist=NF]
[rank=19, song=Bartier Cardi, lastweek=14, imagesrc=https://charts-static.billboard.com/img/2016/03/cardi-b-n38.jpg, artist=Cardi B]
[rank=20, song=Gummo, lastweek=15, imagesrc=https://charts-static.billboard.com/img/2017/12/6ix9ine-714.jpg, artist=6ix9ine]
[rank=21, song=What Lovers Do, lastweek=21, imagesrc=https://charts-static.billboard.com/img/1840/12/maroon-5-9st.jpg, artist=Maroon 5]
[rank=22, song=Young Dumb & Broke, lastweek=18, imagesrc=https://charts-static.billboard.com/img/2017/05/khalid.jpg, artist=Khalid]
[rank=23, song=I Fall Apart, lastweek=16, imagesrc=https://charts-static.billboard.com/img/2016/12/post-malone.jpg, artist=Post Malone]
[rank=24, song=Meant To Be, lastweek=26, imagesrc=https://charts-static.billboard.com/img/2017/08/bebe-rexha.jpg, artist=Bebe Rexha & Florida Georgia Line]
[rank=25, song=Despacito, lastweek=30, imagesrc=https://charts-static.billboard.com/img/2017/01/luis-fonsi-rkx-despacito-4j3.jpg, artist=Luis Fonsi & Daddy Yankee]
[rank=26, song=I Get The Bag, lastweek=22, imagesrc=https://charts-static.billboard.com/img/2017/07/gucci-mane.jpg, artist=Gucci Mane]
[rank=27, song=How Long, lastweek=27, imagesrc=https://charts-static.billboard.com/img/2015/02/charlie-puth-w4y.jpg, artist=Charlie Puth]
[rank=28, song=Wolves, lastweek=29, imagesrc=https://charts-static.billboard.com/img/2017/07/selena-gomez.jpg, artist=Selena Gomez X Marshmello]
[rank=29, song=Bank Account, lastweek=28, imagesrc=https://charts-static.billboard.com/img/2016/08/21-savage-jjg.jpg, artist=21 Savage]
